"GEO_ID","NAME","B19001D_001E","B19001D_001M","B19001D_002E","B19001D_002M","B19001D_003E","B19001D_003M","B19001D_004E","B19001D_004M","B19001D_005E","B19001D_005M","B19001D_006E","B19001D_006M","B19001D_007E","B19001D_007M","B19001D_008E","B19001D_008M","B19001D_009E","B19001D_009M","B19001D_010E","B19001D_010M","B19001D_011E","B19001D_011M","B19001D_012E","B19001D_012M","B19001D_013E","B19001D_013M","B19001D_014E","B19001D_014M","B19001D_015E","B19001D_015M","B19001D_016E","B19001D_016M","B19001D_017E","B19001D_017M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Less than $10,000","Margin of Error!!Total:!!Less than $10,000","Estimate!!Total:!!$10,000 to $14,999","Margin of Error!!Total:!!$10,000 to $14,999","Estimate!!Total:!!$15,000 to $19,999","Margin of Error!!Total:!!$15,000 to $19,999","Estimate!!Total:!!$20,000 to $24,999","Margin of Error!!Total:!!$20,000 to $24,999","Estimate!!Total:!!$25,000 to $29,999","Margin of Error!!Total:!!$25,000 to $29,999","Estimate!!Total:!!$30,000 to $34,999","Margin of Error!!Total:!!$30,000 to $34,999","Estimate!!Total:!!$35,000 to $39,999","Margin of Error!!Total:!!$35,000 to $39,999","Estimate!!Total:!!$40,000 to $44,999","Margin of Error!!Total:!!$40,000 to $44,999","Estimate!!Total:!!$45,000 to $49,999","Margin of Error!!Total:!!$45,000 to $49,999","Estimate!!Total:!!$50,000 to $59,999","Margin of Error!!Total:!!$50,000 to $59,999","Estimate!!Total:!!$60,000 to $74,999","Margin of Error!!Total:!!$60,000 to $74,999","Estimate!!Total:!!$75,000 to $99,999","Margin of Error!!Total:!!$75,000 to $99,999","Estimate!!Total:!!$100,000 to $124,999","Margin of Error!!Total:!!$100,000 to $124,999","Estimate!!Total:!!$125,000 to $149,999","Margin of Error!!Total:!!$125,000 to $149,999","Estimate!!Total:!!$150,000 to $199,999","Margin of Error!!Total:!!$150,000 to $199,999","Estimate!!Total:!!$200,000 or more","Margin of Error!!Total:!!$200,000 or more",
"0500000US01001","Autauga County, Alabama","225","120","0","31","0","31","0","31","0","31","0","31","5","11","0","31","0","31","0","31","80","116","50","69","56","51","0","31","0","31","34","58","0","31",
"0500000US01003","Baldwin County, Alabama","583","146","25","34","0","31","0","31","0","31","0","31","50","56","26","42","92","89","0","31","11","22","20","32","77","60","102","71","14","17","96","86","70","72",
"0500000US01005","Barbour County, Alabama","56","20","0","25","0","25","0","25","4","6","0","25","0","25","0","25","0","25","5","9","0","25","28","30","13","14","0","25","0","25","6","10","0","25",
"0500000US01007","Bibb County, Alabama","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25",
"0500000US01009","Blount County, Alabama","24","35","0","31","0","31","0","31","18","32","0","31","0","31","0","31","0","31","0","31","0","31","1","4","0","31","5","12","0","31","0","31","0","31",
"0500000US01011","Bullock County, Alabama","47","51","47","51","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21",
"0500000US01013","Butler County, Alabama","61","34","0","21","0","21","9","16","0","21","0","21","0","21","0","21","0","21","0","21","22","32","0","21","0","21","8","13","10","18","0","21","12","16",
"0500000US01015","Calhoun County, Alabama","325","94","24","39","24","34","0","31","4","7","4","10","0","31","0","31","19","30","70","62","12","13","38","39","62","64","32","37","11","22","16","29","9","16",
"0500000US01017","Chambers County, Alabama","162","125","0","28","80","106","0","28","0","28","32","59","50","73","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28",
"0500000US01019","Cherokee County, Alabama","17","34","3","5","0","25","13","33","0","25","0","25","0","25","0","25","1","3","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25",
"0500000US01021","Chilton County, Alabama","103","74","0","28","52","79","0","28","0","28","0","28","0","28","0","28","0","28","0","28","23","23","0","28","0","28","0","28","0","28","0","28","28","41",
"0500000US01023","Choctaw County, Alabama","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21",
"0500000US01025","Clarke County, Alabama","8","14","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","8","14","0","25","0","25",
"0500000US01027","Clay County, Alabama","13","11","0","21","0","21","0","21","0","21","6","13","0","21","0","21","0","21","0","21","7","6","0","21","0","21","0","21","0","21","0","21","0","21",
"0500000US01029","Cleburne County, Alabama","14","24","0","21","0","21","0","21","0","21","0","21","14","24","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21",
"0500000US01031","Coffee County, Alabama","85","56","13","22","0","31","0","31","0","31","25","41","0","31","6","11","0","31","5","6","8","8","10","15","0","31","0","31","5","5","9","14","4","12",
"0500000US01033","Colbert County, Alabama","91","72","0","31","0","31","22","33","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","3","6","0","31","38","46","28","32",
"0500000US01035","Conecuh County, Alabama","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21",
"0500000US01037","Coosa County, Alabama","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21",
"0500000US01039","Covington County, Alabama","56","44","38","43","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","1","5","8","11","9","16","0","28","0","28","0","28","0","28",
"0500000US01041","Crenshaw County, Alabama","32","30","0","21","11","16","0","21","7","16","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","14","21","0","21",
"0500000US01043","Cullman County, Alabama","69","31","3","5","11","19","0","31","0","31","0","31","0","31","0","31","0","31","0","31","11","12","29","21","15","28","0","31","0","31","0","31","0","31",
"0500000US01045","Dale County, Alabama","173","71","6","33","15","17","0","28","24","28","4","9","6","12","41","45","20","23","14","23","0","28","3","10","31","50","8","16","0","28","1","2","0","28",
"0500000US01047","Dallas County, Alabama","57","25","16","31","0","28","0","28","0","28","0","28","0","28","0","28","18","18","0","28","0","28","0","28","0","28","0","28","23","20","0","28","0","28",
"0500000US01049","DeKalb County, Alabama","26","21","0","31","0","31","0","31","14","18","0","31","0","31","0","31","0","31","0","31","0","31","5","7","4","6","0","31","0","31","3","6","0","31",
"0500000US01051","Elmore County, Alabama","122","49","0","31","0","31","0","31","0","31","0","31","0","31","5","8","0","31","0","31","41","52","29","30","15","28","0","31","0","31","11","19","21","30",
"0500000US01053","Escambia County, Alabama","14","22","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","14","22","0","28","0","28","0","28",
"0500000US01055","Etowah County, Alabama","232","60","11","15","0","31","25","37","10","15","16","25","0","31","7","11","0","31","0","31","0","31","16","24","7","10","47","55","46","41","0","31","47","42",
"0500000US01057","Fayette County, Alabama","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21",
"0500000US01059","Franklin County, Alabama","9","10","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","3","5","0","28","0","28","0","28","0","28","0","28","6","10","0","28",
"0500000US01061","Geneva County, Alabama","64","66","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","6","8","48","65","0","25","10","14","0","25","0","25",
"0500000US01063","Greene County, Alabama","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19",
"0500000US01065","Hale County, Alabama","5","11","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","5","11","0","21","0","21","0","21","0","21","0","21",
"0500000US01067","Henry County, Alabama","28","9","0","21","0","21","5","10","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","23","13","0","21",
"0500000US01069","Houston County, Alabama","420","45","25","17","10","10","0","31","12","11","0","31","10","12","3","4","25","23","2","4","28","22","34","20","36","24","87","24","44","22","43","31","61","24",
"0500000US01071","Jackson County, Alabama","60","41","2","3","0","31","0","31","0","31","0","31","0","31","26","31","0","31","0","31","9","14","21","25","0","31","2","4","0","31","0","31","0","31",
"0500000US01073","Jefferson County, Alabama","4819","289","428","190","54","51","52","56","268","142","122","79","110","99","195","150","103","69","46","31","261","162","428","227","726","212","250","110","381","155","475","178","920","229",
"0500000US01075","Lamar County, Alabama","7","12","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","1","2","0","21","0","21","0","21","6","11","0","21","0","21","0","21",
"0500000US01077","Lauderdale County, Alabama","185","102","0","31","0","31","0","31","0","31","51","64","0","31","23","35","13","20","0","31","30","49","0","31","11","19","13","22","20","30","0","31","24","28",
"0500000US01079","Lawrence County, Alabama","35","19","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","5","11","30","16","0","28","0","28","0","28",
"0500000US01081","Lee County, Alabama","2895","224","217","107","81","61","26","34","150","70","71","55","32","35","11","20","140","119","56","65","227","123","264","119","240","114","343","134","374","184","298","119","365","158",
"0500000US01083","Limestone County, Alabama","741","119","0","31","0","31","0","31","0","31","0","31","69","70","0","31","0","31","5","8","119","123","89","73","0","31","73","68","19","32","153","124","214","149",
"0500000US01085","Lowndes County, Alabama","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21",
"0500000US01087","Macon County, Alabama","31","30","12","20","13","20","0","21","0","21","0","21","0","21","4","6","0","21","0","21","2","4","0","21","0","21","0","21","0","21","0","21","0","21",
"0500000US01089","Madison County, Alabama","3654","263","201","110","15","14","29","36","112","61","268","145","67","62","167","134","44","48","102","77","125","59","161","97","350","173","429","159","321","140","544","165","719","185",
"0500000US01091","Marengo County, Alabama","20","10","0","21","0","21","12","10","0","21","0","21","0","21","0","21","5","11","0","21","2","6","0","21","1","3","0","21","0","21","0","21","0","21",
"0500000US01093","Marion County, Alabama","34","18","0","25","0","25","5","9","0","25","0","25","11","19","1","2","0","25","0","25","0","25","0","25","0","25","17","14","0","25","0","25","0","25",
"0500000US01095","Marshall County, Alabama","137","43","0","31","2","3","12","18","1","2","0","31","14","19","15","9","1","3","1","2","13","18","1","3","5","6","14","21","23","21","8","7","27","25",
"0500000US01097","Mobile County, Alabama","2856","285","284","174","36","44","14","27","147","102","91","94","68","48","74","64","93","61","116","91","296","131","243","135","408","116","277","93","180","103","311","146","218","100",
"0500000US01099","Monroe County, Alabama","28","15","0","21","0","21","0","21","0","21","0","21","0","21","0","21","11","16","0","21","15","17","0","21","2","3","0","21","0","21","0","21","0","21",
"0500000US01101","Montgomery County, Alabama","2454","200","84","61","17","22","94","67","45","44","0","31","26","45","70","58","15","17","50","43","126","87","350","137","289","104","382","163","338","128","293","112","275","127",
"0500000US01103","Morgan County, Alabama","199","128","21","36","0","31","0","31","104","124","0","31","0","31","1","2","0","31","0","31","0","31","5","11","40","59","0","31","0","31","0","31","28","42",
"0500000US01105","Perry County, Alabama","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19",
"0500000US01107","Pickens County, Alabama","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21",
"0500000US01109","Pike County, Alabama","161","76","111","80","0","28","0","28","27","33","0","28","4","7","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","13","24","6","9",
"0500000US01111","Randolph County, Alabama","15","19","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","15","19","0","25","0","25","0","25","0","25","0","25",
"0500000US01113","Russell County, Alabama","245","76","0","31","11","17","0","31","0","31","20","32","0","31","0","31","27","37","7","15","0","31","8","16","29","39","4","8","0","31","0","31","139","73",
"0500000US01115","St. Clair County, Alabama","167","101","20","32","21","31","0","31","0","31","0","31","0","31","9","15","0","31","0","31","45","65","0","31","60","69","12","20","0","31","0","31","0","31",
"0500000US01117","Shelby County, Alabama","1743","201","43","48","23","28","150","93","15","17","135","154","25","29","0","31","84","84","34","48","54","45","142","80","135","77","201","88","25","35","354","133","323","146",
"0500000US01119","Sumter County, Alabama","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21",
"0500000US01121","Talladega County, Alabama","106","50","0","31","0","31","0","31","16","31","6","11","0","31","22","31","11","19","0","31","7","13","17","29","14","29","0","31","0","31","13","22","0","31",
"0500000US01123","Tallapoosa County, Alabama","46","31","10","14","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","19","34","0","28","17","23","0","28","0","28","0","28","0","28",
"0500000US01125","Tuscaloosa County, Alabama","1144","153","77","66","0","31","150","91","64","46","142","98","11","18","33","34","34","39","35","32","48","58","43","42","94","73","116","57","106","69","40","32","151","65",
"0500000US01127","Walker County, Alabama","57","17","11","14","0","31","0","31","0","31","0","31","5","7","0","31","0","31","0","31","0","31","0","31","6","11","0","31","21","16","0","31","14","15",
"0500000US01129","Washington County, Alabama","3","5","3","5","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21",
"0500000US01131","Wilcox County, Alabama","7","12","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","7","12","0","21",
"0500000US01133","Winston County, Alabama","19","16","0","25","0","25","0","25","0","25","0","25","3","6","0","25","1","3","0","25","0","25","9","13","0","25","6","10","0","25","0","25","0","25",
"0500000US02013","Aleutians East Borough, Alaska","175","85","0","10","0","10","0","10","0","10","20","24","0","10","0","10","0","10","0","10","21","27","0","10","53","42","38","34","43","36","0","10","0","10",
"0500000US02016","Aleutians West Census Area, Alaska","457","84","8","6","9","10","0","15","6","8","4","5","16","20","0","15","6","5","20","17","19","12","60","54","89","53","55","30","84","42","45","22","36","18",
"0500000US02020","Anchorage Municipality, Alaska","8323","764","212","125","226","149","464","253","214","102","90","77","111","82","284","150","290","167","107","89","327","166","769","248","1210","420","954","298","883","282","1182","301","1000","270",
"0500000US02050","Bethel Census Area, Alaska","106","58","0","16","12","23","0","16","0","16","0","16","9","15","0","16","21","27","0","16","4","7","27","37","0","16","2","4","0","16","28","30","3","4",
"0500000US02060","Bristol Bay Borough, Alaska","12","11","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","2","3","10","10","0","10","0","10",
"0500000US02063","Chugach Census Area, Alaska","114","47","0","15","0","15","0","15","0","15","0","15","4","9","33","35","2","5","0","15","0","15","26","21","8","13","21","24","10","14","5","8","5","8",
"0500000US02066","Copper River Census Area, Alaska","10","12","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","7","9","0","10","0","10","0","10","0","10","0","10","3","7",
"0500000US02068","Denali Borough, Alaska","8","13","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","8","13","0","10",
"0500000US02070","Dillingham Census Area, Alaska","32","17","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","2","3","10","11","10","15","10","14","0","10",
"0500000US02090","Fairbanks North Star Borough, Alaska","871","242","44","54","0","24","6","11","0","24","0","24","30","34","6","9","63","86","35","34","32","51","120","91","327","218","98","74","36","38","17","25","57","51",
"0500000US02100","Haines Borough, Alaska","26","35","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","9","15","0","10","0","10","0","10","17","34","0","10","0","10",
"0500000US02105","Hoonah-Angoon Census Area, Alaska","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10",
"0500000US02110","Juneau City and Borough, Alaska","842","165","19","31","26","42","19","32","16","21","0","22","11","15","28","31","3","4","18","33","105","106","13","18","238","105","50","52","124","108","65","54","107","69",
"0500000US02122","Kenai Peninsula Borough, Alaska","249","83","5","7","0","24","0","24","5","9","0","24","18","22","45","61","0","24","0","24","28","30","76","50","23","34","17","18","13","14","6","12","13","13",
"0500000US02130","Ketchikan Gateway Borough, Alaska","381","59","0","16","19","21","0","16","0","16","28","27","0","16","0","16","8","13","3","8","36","28","28","25","75","44","2","3","66","41","60","35","56","30",
"0500000US02150","Kodiak Island Borough, Alaska","762","138","15","24","0","16","0","16","12","21","0","16","32","30","0","16","41","46","59","77","54","57","184","121","85","68","78","75","97","70","85","89","20","27",
"0500000US02158","Kusilvak Census Area, Alaska","11","8","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","3","5","8","7","0","15","0","15","0","15","0","15",
"0500000US02164","Lake and Peninsula Borough, Alaska","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10",
"0500000US02170","Matanuska-Susitna Borough, Alaska","532","104","33","36","6","9","8","13","48","41","28","28","16","21","30","36","15","19","7","8","27","32","31","27","69","38","85","53","16","17","62","43","51","33",
"0500000US02180","Nome Census Area, Alaska","72","23","0","15","0","15","0","15","0","15","26","26","0","15","0","15","0","15","0","15","12","14","9","12","2","3","10","12","0","15","2","3","11","11",
"0500000US02185","North Slope Borough, Alaska","124","62","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","24","36","0","16","19","30","0","16","22","32","0","16","19","31","40","44",
"0500000US02188","Northwest Arctic Borough, Alaska","18","17","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","10","14","0","15","4","5","0","15","1","4","3","5","0","15","0","15",
"0500000US02195","Petersburg Borough, Alaska","202","77","0","10","0","10","29","29","8","9","21","22","0","10","5","6","8","11","22","20","8","11","64","63","5","9","7","11","9","11","16","14","0","10",
"0500000US02198","Prince of Wales-Hyder Census Area, Alaska","12","13","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","2","4","0","15","0","15","4","5","0","15","6","11",
"0500000US02220","Sitka City and Borough, Alaska","172","37","0","15","0","15","5","6","19","20","3","5","10","8","3","6","6","8","2","4","9","11","22","15","28","16","30","18","12","15","15","10","8","7",
"0500000US02230","Skagway Municipality, Alaska","42","25","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","9","10","18","18","15","18",
"0500000US02240","Southeast Fairbanks Census Area, Alaska","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15",
"0500000US02275","Wrangell City and Borough, Alaska","25","20","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","3","7","9","9","0","10","0","10","13","16",
"0500000US02282","Yakutat City and Borough, Alaska","28","29","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","4","5","0","10","6","8","18","26","0","10","0","10",
"0500000US02290","Yukon-Koyukuk Census Area, Alaska","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15","0","15",
"0500000US04001","Apache County, Arizona","165","29","9","14","15","22","16","15","4","7","0","33","0","33","9","14","14","20","0","33","14","23","51","35","15","14","0","33","1","2","17","17","0","33",
"0500000US04003","Cochise County, Arizona","877","193","90","70","112","78","20","20","36","32","20","24","60","66","75","55","30","30","63","76","10","15","13","21","104","77","78","78","0","33","76","67","90","74",
"0500000US04005","Coconino County, Arizona","801","113","61","55","4","5","24","42","33","33","19","30","0","33","0","33","25","30","23","26","84","77","57","65","86","52","82","53","112","80","61","49","130","70",
"0500000US04007","Gila County, Arizona","143","55","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","0","33","3","5","0","33","32","25","32","30","59","63","0","33","17","28",
"0500000US04009","Graham County, Arizona","157","88","0","30","0","30","0","30","0","30","0","30","0","30","1","3","0","30","0","30","29","44","0","30","89","81","3","5","0","30","35","57","0","30",
"0500000US04011","Greenlee County, Arizona","6","19","0","20","0","20","0","20","0","20","0","20","0","20","6","19","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20",
"0500000US04012","La Paz County, Arizona","56","33","8","14","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","0","22","7","11","21","25","0","22","14","18","6","12","0","22",
"0500000US04013","Maricopa County, Arizona","70052","1450","3432","597","1549","393","1102","258","1692","395","1353","307","1366","316","1681","368","1920","358","1595","327","3609","582","4334","624","8623","743","7730","670","5595","515","8853","688","15618","847",
"0500000US04015","Mohave County, Arizona","782","187","102","98","16","26","53","43","52","47","15","19","10","18","23","28","27","22","12","22","16","19","46","43","88","85","86","64","6","12","46","37","184","146",
"0500000US04017","Navajo County, Arizona","156","57","0","33","6","15","0","33","0","33","0","33","0","33","13","18","0","33","0","33","6","9","18","18","49","46","27","41","0","33","30","44","7","13",
"0500000US04019","Pima County, Arizona","12579","671","1417","391","411","217","285","112","574","273","355","115","419","154","264","90","393","155","510","191","936","254","1034","299","1230","303","1127","244","833","279","1210","292","1581","262",
"0500000US04021","Pinal County, Arizona","2390","327","10","18","17","21","94","91","70","74","8","13","10","13","46","48","0","33","126","107","108","92","409","200","340","182","396","230","234","119","233","117","289","136",
"0500000US04023","Santa Cruz County, Arizona","14","21","4","10","0","30","0","30","0","30","0","30","10","16","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30",
"0500000US04025","Yavapai County, Arizona","1067","167","104","62","17","29","16","25","44","46","27","26","71","65","70","74","127","106","28","34","34","38","33","28","98","60","53","51","89","78","45","53","211","108",
"0500000US04027","Yuma County, Arizona","901","142","32","30","22","35","35","31","22","28","6","11","20","26","23","35","9","14","0","33","75","75","105","71","107","59","169","84","92","65","30","33","154","109",
"0500000US05001","Arkansas County, Arkansas","11","18","0","20","0","20","0","20","0","20","0","20","0","20","11","18","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20",
"0500000US05003","Ashley County, Arkansas","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20",
"0500000US05005","Baxter County, Arkansas","88","62","0","27","0","27","30","46","0","27","0","27","0","27","0","27","7","12","0","27","0","27","13","21","0","27","15","31","2","3","21","27","0","27",
"0500000US05007","Benton County, Arkansas","4490","346","19","22","4","7","25","26","26","30","38","53","72","49","102","83","34","39","68","72","102","111","125","72","811","278","832","249","549","185","420","223","1263","308",
"0500000US05009","Boone County, Arkansas","51","47","0","27","21","33","0","27","0","27","0","27","0","27","0","27","0","27","0","27","13","18","0","27","0","27","17","24","0","27","0","27","0","27",
"0500000US05011","Bradley County, Arkansas","7","11","0","20","0","20","7","11","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20",
"0500000US05013","Calhoun County, Arkansas","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"0500000US05015","Carroll County, Arkansas","58","44","16","32","0","24","14","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","11","25","2","4","0","24","0","24","15","18","0","24",
"0500000US05017","Chicot County, Arkansas","16","15","0","18","0","18","0","18","0","18","7","11","0","18","0","18","0","18","0","18","0","18","4","6","0","18","0","18","0","18","5","8","0","18",
"0500000US05019","Clark County, Arkansas","12","22","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","12","22","0","24","0","24","0","24","0","24",
"0500000US05021","Clay County, Arkansas","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20",
"0500000US05023","Cleburne County, Arkansas","16","22","16","22","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24",
"0500000US05025","Cleveland County, Arkansas","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18",
"0500000US05027","Columbia County, Arkansas","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24",
"0500000US05029","Conway County, Arkansas","56","54","15","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","41","51",
"0500000US05031","Craighead County, Arkansas","410","77","7","14","0","30","0","30","60","67","0","30","35","36","23","29","0","30","16","25","51","54","52","67","38","45","17","30","11","18","34","33","66","53",
"0500000US05033","Crawford County, Arkansas","285","94","0","30","10","17","0","30","6","52","1","2","14","22","0","30","20","31","21","37","20","30","13","20","68","44","64","69","34","34","0","30","14","27",
"0500000US05035","Crittenden County, Arkansas","130","51","0","27","12","17","0","27","0","27","0","27","11","15","0","27","0","27","0","27","21","22","11","16","10","15","41","40","5","8","0","27","19","24",
"0500000US05037","Cross County, Arkansas","2","3","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","2","3","0","20","0","20","0","20","0","20","0","20","0","20","0","20",
"0500000US05039","Dallas County, Arkansas","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18",
"0500000US05041","Desha County, Arkansas","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20",
"0500000US05043","Drew County, Arkansas","42","18","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","22","24","0","20","20","30","0","20","0","20","0","20",
"0500000US05045","Faulkner County, Arkansas","389","154","34","49","22","36","0","30","0","30","0","30","0","30","0","30","86","96","7","17","0","30","45","44","59","53","101","99","0","30","10","19","25","39",
"0500000US05047","Franklin County, Arkansas","68","38","0","20","0","20","0","20","0","20","0","20","19","12","13","16","0","20","0","20","27","40","0","20","9","15","0","20","0","20","0","20","0","20",
"0500000US05049","Fulton County, Arkansas","4","6","0","20","0","20","3","4","0","20","1","3","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20",
"0500000US05051","Garland County, Arkansas","326","108","23","39","0","30","24","31","5","10","18","30","0","30","0","30","0","30","0","30","21","28","74","56","30","38","11","17","0","30","84","56","36","40",
"0500000US05053","Grant County, Arkansas","23","23","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","22","24","0","20","0","20","0","20","1","3","0","20",
"0500000US05055","Greene County, Arkansas","36","29","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","18","30","0","27","0","27","18","22","0","27","0","27",
"0500000US05057","Hempstead County, Arkansas","25","26","13","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","9","16","0","20","0","20","0","20","0","20","3","6",
"0500000US05059","Hot Spring County, Arkansas","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27",
"0500000US05061","Howard County, Arkansas","24","42","0","20","3","6","0","20","0","20","0","20","21","42","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20",
"0500000US05063","Independence County, Arkansas","246","99","0","27","0","27","0","27","0","27","0","27","0","27","45","54","18","33","21","41","0","27","33","61","12","21","117","149","0","27","0","27","0","27",
