"GEO_ID","NAME","B19001C_001E","B19001C_001M","B19001C_002E","B19001C_002M","B19001C_003E","B19001C_003M","B19001C_004E","B19001C_004M","B19001C_005E","B19001C_005M","B19001C_006E","B19001C_006M","B19001C_007E","B19001C_007M","B19001C_008E","B19001C_008M","B19001C_009E","B19001C_009M","B19001C_010E","B19001C_010M","B19001C_011E","B19001C_011M","B19001C_012E","B19001C_012M","B19001C_013E","B19001C_013M","B19001C_014E","B19001C_014M","B19001C_015E","B19001C_015M","B19001C_016E","B19001C_016M","B19001C_017E","B19001C_017M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Less than $10,000","Margin of Error!!Total:!!Less than $10,000","Estimate!!Total:!!$10,000 to $14,999","Margin of Error!!Total:!!$10,000 to $14,999","Estimate!!Total:!!$15,000 to $19,999","Margin of Error!!Total:!!$15,000 to $19,999","Estimate!!Total:!!$20,000 to $24,999","Margin of Error!!Total:!!$20,000 to $24,999","Estimate!!Total:!!$25,000 to $29,999","Margin of Error!!Total:!!$25,000 to $29,999","Estimate!!Total:!!$30,000 to $34,999","Margin of Error!!Total:!!$30,000 to $34,999","Estimate!!Total:!!$35,000 to $39,999","Margin of Error!!Total:!!$35,000 to $39,999","Estimate!!Total:!!$40,000 to $44,999","Margin of Error!!Total:!!$40,000 to $44,999","Estimate!!Total:!!$45,000 to $49,999","Margin of Error!!Total:!!$45,000 to $49,999","Estimate!!Total:!!$50,000 to $59,999","Margin of Error!!Total:!!$50,000 to $59,999","Estimate!!Total:!!$60,000 to $74,999","Margin of Error!!Total:!!$60,000 to $74,999","Estimate!!Total:!!$75,000 to $99,999","Margin of Error!!Total:!!$75,000 to $99,999","Estimate!!Total:!!$100,000 to $124,999","Margin of Error!!Total:!!$100,000 to $124,999","Estimate!!Total:!!$125,000 to $149,999","Margin of Error!!Total:!!$125,000 to $149,999","Estimate!!Total:!!$150,000 to $199,999","Margin of Error!!Total:!!$150,000 to $199,999","Estimate!!Total:!!$200,000 or more","Margin of Error!!Total:!!$200,000 or more",
"0500000US01001","Autauga County, Alabama","13","22","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","7","18","0","31","0","31","6","14","0","31",
"0500000US01003","Baldwin County, Alabama","285","110","30","36","3","5","0","31","0","31","1","3","23","26","0","31","28","43","32","35","6","10","75","62","0","31","8","17","7","12","7","14","65","69",
"0500000US01005","Barbour County, Alabama","20","20","0","25","0","25","8","15","0","25","8","12","0","25","0","25","0","25","0","25","4","6","0","25","0","25","0","25","0","25","0","25","0","25",
"0500000US01007","Bibb County, Alabama","83","54","0","25","30","37","0","25","0","25","0","25","0","25","20","32","4","8","0","25","0","25","20","33","0","25","9","19","0","25","0","25","0","25",
"0500000US01009","Blount County, Alabama","71","41","0","31","7","10","0","31","11","24","7","12","0","31","0","31","3","5","0","31","6","10","9","15","22","23","0","31","0","31","6","9","0","31",
"0500000US01011","Bullock County, Alabama","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21",
"0500000US01013","Butler County, Alabama","47","30","0","21","0","21","0","21","0","21","0","21","0","21","0","21","5","10","0","21","33","32","0","21","0","21","0","21","0","21","0","21","9","15",
"0500000US01015","Calhoun County, Alabama","195","99","63","85","26","25","0","31","7","13","18","22","13","20","0","31","0","31","5","8","14","24","0","31","25","32","0","31","23","27","0","31","1","3",
"0500000US01017","Chambers County, Alabama","8","15","0","28","8","15","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28",
"0500000US01019","Cherokee County, Alabama","46","56","0","25","0","25","0","25","0","25","2","4","8","14","0","25","0","25","0","25","0","25","36","55","0","25","0","25","0","25","0","25","0","25",
"0500000US01021","Chilton County, Alabama","178","151","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","178","151","0","28","0","28","0","28","0","28",
"0500000US01023","Choctaw County, Alabama","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21",
"0500000US01025","Clarke County, Alabama","9","16","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","9","16","0","25","0","25",
"0500000US01027","Clay County, Alabama","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21",
"0500000US01029","Cleburne County, Alabama","3","5","0","21","0","21","0","21","0","21","0","21","2","4","0","21","0","21","0","21","0","21","0","21","0","21","1","3","0","21","0","21","0","21",
"0500000US01031","Coffee County, Alabama","85","39","6","9","20","20","2","3","0","31","0","31","1","3","2","3","2","3","0","31","1","3","5","7","14","11","2","3","12","13","1","2","17","26",
"0500000US01033","Colbert County, Alabama","34","35","0","31","0","31","0","31","0","31","0","31","15","18","0","31","0","31","0","31","0","31","0","31","9","18","10","18","0","31","0","31","0","31",
"0500000US01035","Conecuh County, Alabama","17","25","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","6","10","0","21","0","21","0","21","11","22","0","21","0","21",
"0500000US01037","Coosa County, Alabama","13","18","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","1","3","0","21","0","21","12","18","0","21","0","21",
"0500000US01039","Covington County, Alabama","34","21","0","28","0","28","0","28","3","4","0","28","21","18","6","9","0","28","0","28","0","28","0","28","0","28","0","28","0","28","4","8","0","28",
"0500000US01041","Crenshaw County, Alabama","3","5","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","3","5","0","21","0","21",
"0500000US01043","Cullman County, Alabama","195","148","9","16","0","31","3","5","0","31","0","31","1","2","0","31","1","2","5","8","114","151","31","27","19","27","0","31","3","7","8","12","1","3",
"0500000US01045","Dale County, Alabama","164","71","27","35","3","5","0","28","0","28","0","28","36","50","1","3","0","28","12","17","18","19","14","19","1","2","11","19","8","16","3","6","30","31",
"0500000US01047","Dallas County, Alabama","30","19","2","4","0","28","0","28","17","12","0","28","11","19","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28",
"0500000US01049","DeKalb County, Alabama","247","86","37","31","0","31","6","8","9","13","0","31","1","3","0","31","8","16","42","52","61","55","9","11","37","29","6","12","31","49","0","31","0","31",
"0500000US01051","Elmore County, Alabama","112","52","0","31","0","31","12","18","6","11","0","31","0","31","10","16","0","31","1","2","0","31","16","24","55","42","6","12","2","4","4","7","0","31",
"0500000US01053","Escambia County, Alabama","474","101","50","48","24","27","13","17","7","9","9","8","14","18","40","32","9","8","27","31","11","11","52","41","48","38","62","51","11","15","75","45","22","35",
"0500000US01055","Etowah County, Alabama","125","87","3","40","0","31","6","9","22","30","13","16","0","31","0","31","0","31","0","31","17","21","24","27","37","50","3","6","0","31","0","31","0","31",
"0500000US01057","Fayette County, Alabama","1","3","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","1","3","0","21","0","21","0","21","0","21","0","21",
"0500000US01059","Franklin County, Alabama","123","98","0","28","0","28","0","28","0","28","3","6","12","22","0","28","0","28","0","28","66","84","0","28","40","59","0","28","0","28","0","28","2","5",
"0500000US01061","Geneva County, Alabama","48","37","31","22","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","1","3","16","25","0","25","0","25","0","25",
"0500000US01063","Greene County, Alabama","9","17","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","9","17","0","19","0","19","0","19",
"0500000US01065","Hale County, Alabama","21","39","0","21","0","21","0","21","0","21","0","21","21","39","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21",
"0500000US01067","Henry County, Alabama","7","12","0","21","0","21","0","21","0","21","0","21","0","21","0","21","7","12","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21",
"0500000US01069","Houston County, Alabama","120","27","0","31","11","11","38","26","4","6","1","2","0","31","0","31","0","31","3","4","12","15","4","7","37","21","8","8","0","31","2","5","0","31",
"0500000US01071","Jackson County, Alabama","207","57","4","5","0","31","6","11","2","3","10","19","13","15","2","4","25","19","38","36","4","7","9","10","74","54","9","11","10","13","1","3","0","31",
"0500000US01073","Jefferson County, Alabama","458","179","51","47","37","37","40","50","28","27","5","8","52","45","0","31","83","72","53","96","15","20","7","10","41","39","16","13","12","14","3","7","15","20",
"0500000US01075","Lamar County, Alabama","2","4","0","21","0","21","0","21","0","21","0","21","0","21","0","21","2","4","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21",
"0500000US01077","Lauderdale County, Alabama","131","78","5","7","3","5","14","21","2","6","0","31","0","31","17","27","10","13","0","31","35","45","3","6","5","8","0","31","5","8","19","24","13","23",
"0500000US01079","Lawrence County, Alabama","491","150","0","28","0","28","6","10","11","19","26","31","10","16","43","56","36","47","0","28","0","28","41","40","74","53","139","81","25","25","70","52","10","17",
"0500000US01081","Lee County, Alabama","170","98","0","31","0","31","11","18","14","22","10","22","14","22","0","31","0","31","8","17","0","31","0","31","53","63","15","20","22","37","23","25","0","31",
"0500000US01083","Limestone County, Alabama","358","148","0","31","23","26","11","15","3","6","16","33","34","53","21","29","14","25","4","9","111","86","41","56","56","55","8","13","10","17","0","31","6","11",
"0500000US01085","Lowndes County, Alabama","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21",
"0500000US01087","Macon County, Alabama","3","6","0","21","0","21","0","21","0","21","0","21","2","4","1","3","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21",
"0500000US01089","Madison County, Alabama","826","177","80","57","8","15","6","12","0","31","7","11","33","38","18","23","20","21","13","22","27","19","145","98","221","106","99","65","47","38","55","50","47","38",
"0500000US01091","Marengo County, Alabama","48","74","0","21","20","31","0","21","28","57","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21",
"0500000US01093","Marion County, Alabama","41","51","0","25","38","51","1","2","2","4","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25",
"0500000US01095","Marshall County, Alabama","348","139","13","9","50","28","49","55","0","31","7","8","2","3","1","2","23","35","11","17","2","5","40","61","34","39","1","3","104","120","0","31","11","14",
"0500000US01097","Mobile County, Alabama","653","149","91","76","24","24","34","35","29","29","0","31","35","36","28","28","58","40","11","12","47","44","46","37","79","59","58","65","28","29","23","27","62","58",
"0500000US01099","Monroe County, Alabama","66","55","0","21","0","21","26","38","0","21","0","21","0","21","30","40","1","3","1","4","0","21","0","21","4","9","4","7","0","21","0","21","0","21",
"0500000US01101","Montgomery County, Alabama","149","77","0","31","24","39","15","25","0","31","0","31","29","41","0","31","0","31","0","31","35","44","2","6","6","11","18","20","10","16","0","31","10","11",
"0500000US01103","Morgan County, Alabama","311","159","16","19","0","31","28","36","115","126","20","32","0","31","0","31","0","31","0","31","15","23","7","9","18","23","11","13","54","67","6","11","21","29",
"0500000US01105","Perry County, Alabama","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19",
"0500000US01107","Pickens County, Alabama","12","22","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","12","22",
"0500000US01109","Pike County, Alabama","18","22","0","28","0","28","2","4","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","15","21","0","28","1","2","0","28",
"0500000US01111","Randolph County, Alabama","18","20","0","25","0","25","0","25","1","3","7","13","0","25","0","25","0","25","0","25","0","25","0","25","0","25","10","16","0","25","0","25","0","25",
"0500000US01113","Russell County, Alabama","17","22","5","8","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","11","20","1","3","0","31","0","31","0","31","0","31","0","31",
"0500000US01115","St. Clair County, Alabama","56","57","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","8","13","0","31","0","31","0","31","0","31","48","56",
"0500000US01117","Shelby County, Alabama","101","39","0","31","0","31","1","3","7","13","0","31","0","31","0","31","2","4","10","14","5","9","4","7","8","11","10","15","13","15","41","26","0","31",
"0500000US01119","Sumter County, Alabama","14","24","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","14","24","0","21","0","21","0","21","0","21",
"0500000US01121","Talladega County, Alabama","31","30","10","15","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","21","28","0","31","0","31","0","31","0","31","0","31","0","31",
"0500000US01123","Tallapoosa County, Alabama","12","19","0","28","0","28","0","28","12","19","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28",
"0500000US01125","Tuscaloosa County, Alabama","116","66","0","31","0","31","0","31","0","31","14","26","29","42","13","25","3","5","0","31","32","37","6","10","11","17","0","31","0","31","0","31","8","11",
"0500000US01127","Walker County, Alabama","10","16","0","31","0","31","0","31","0","31","0","31","10","16","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31",
"0500000US01129","Washington County, Alabama","285","155","0","21","0","21","0","21","0","21","0","21","0","21","1","3","0","21","0","21","7","16","16","17","6","14","0","21","194","171","0","21","61","61",
"0500000US01131","Wilcox County, Alabama","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21",
"0500000US01133","Winston County, Alabama","23","26","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","16","24","0","25","0","25","7","10","0","25","0","25",
"0500000US02013","Aleutians East Borough, Alaska","490","55","36","14","15","10","43","17","44","17","16","9","12","14","20","10","29","15","13","9","71","17","37","13","39","16","44","16","21","9","26","14","24","16",
"0500000US02016","Aleutians West Census Area, Alaska","86","48","9","8","2","3","5","5","2","6","3","8","0","15","8","8","1","3","3","6","7","7","3","15","16","16","11","9","8","7","2","5","6","15",
"0500000US02020","Anchorage Municipality, Alaska","6341","543","511","212","203","112","394","185","413","148","210","101","149","94","245","156","147","102","232","126","564","187","569","161","621","211","745","255","384","166","531","172","423","152",
"0500000US02050","Bethel Census Area, Alaska","3704","244","294","58","163","51","203","49","171","42","183","44","171","56","188","44","174","54","152","43","192","55","400","95","432","97","272","73","222","68","319","80","168","68",
"0500000US02060","Bristol Bay Borough, Alaska","94","35","1","2","4","5","1","3","3","4","4","4","6","7","0","10","6","6","0","10","13","11","12","8","11","6","13","9","3","4","10","13","7","5",
"0500000US02063","Chugach Census Area, Alaska","82","46","2","3","0","15","3","6","2","5","0","15","31","29","0","15","0","15","0","15","8","14","17","15","9","23","7","8","0","15","0","15","3","4",
"0500000US02066","Copper River Census Area, Alaska","322","65","18","11","14","11","18","13","31","18","24","14","12","11","8","9","3","6","2","5","31","21","23","17","48","28","17","15","15","15","22","26","36","22",
"0500000US02068","Denali Borough, Alaska","18","13","0","10","0","10","0","10","0","10","0","10","2","4","0","10","1","3","0","10","3","5","0","10","2","3","1","3","0","10","9","11","0","10",
"0500000US02070","Dillingham Census Area, Alaska","1064","117","43","14","55","24","30","11","56","18","62","22","36","18","55","20","52","26","43","18","84","26","90","25","145","34","107","47","73","24","78","25","55","22",
"0500000US02090","Fairbanks North Star Borough, Alaska","1794","255","64","53","139","99","176","147","94","70","20","23","93","54","81","69","95","66","62","57","96","78","179","117","119","101","73","60","115","91","80","65","308","197",
"0500000US02100","Haines Borough, Alaska","60","29","0","10","5","6","5","7","0","10","12","16","5","7","1","3","0","10","0","10","0","10","18","16","0","10","2","4","0","10","10","12","2","4",
"0500000US02105","Hoonah-Angoon Census Area, Alaska","254","43","30","19","12","9","21","10","23","15","24","12","10","7","7","8","10","7","17","10","22","16","20","12","31","11","8","7","0","10","14","9","5","6",
"0500000US02110","Juneau City and Borough, Alaska","908","182","28","25","11","15","40","37","43","51","33","37","24","26","0","22","55","59","54","54","159","87","58","31","107","71","72","39","104","90","91","80","29","32",
"0500000US02122","Kenai Peninsula Borough, Alaska","1085","177","140","72","59","47","62","43","45","38","62","46","48","36","12","9","42","34","37","40","51","35","198","83","118","57","59","34","86","55","22","15","44","29",
"0500000US02130","Ketchikan Gateway Borough, Alaska","630","95","93","52","2","5","67","45","41","28","38","34","55","36","0","16","24","26","44","32","37","24","37","24","72","38","35","27","28","23","25","20","32","24",
"0500000US02150","Kodiak Island Borough, Alaska","555","115","84","62","32","23","6","7","17","15","16","15","8","10","25","24","54","43","19","15","44","63","20","22","37","32","35","31","2","4","55","44","101","85",
"0500000US02158","Kusilvak Census Area, Alaska","1584","67","177","49","103","30","90","30","59","21","105","32","70","32","118","43","79","28","76","29","107","44","147","43","167","40","92","34","97","31","63","27","34","16",
"0500000US02164","Lake and Peninsula Borough, Alaska","200","37","13","7","17","14","9","7","17","11","5","4","8","6","13","6","5","5","14","9","15","10","29","15","30","14","16","8","0","10","8","7","1","4",
"0500000US02170","Matanuska-Susitna Borough, Alaska","1555","186","98","40","12","16","71","52","39","35","58","37","65","43","94","53","68","53","31","22","98","65","181","83","190","69","105","60","165","78","148","66","132","50",
"0500000US02180","Nome Census Area, Alaska","1934","112","149","36","66","21","131","31","109","29","90","23","94","26","53","15","73","23","86","32","123","26","181","38","216","43","166","41","133","30","127","36","137","36",
"0500000US02185","North Slope Borough, Alaska","1497","126","112","78","51","36","36","25","33","25","79","40","12","9","38","33","97","68","72","47","53","29","213","71","191","66","111","44","147","73","86","37","166","55",
"0500000US02188","Northwest Arctic Borough, Alaska","1351","128","67","22","51","19","57","21","61","23","40","18","58","21","42","19","49","16","31","14","142","32","144","34","178","48","104","28","115","31","82","24","130","39",
"0500000US02195","Petersburg Borough, Alaska","67","25","7","6","3","4","7","6","1","3","5","6","2","9","2","4","0","10","3","7","6","7","3","4","21","17","3","4","2","3","0","10","2","3",
"0500000US02198","Prince of Wales-Hyder Census Area, Alaska","757","70","39","16","25","12","39","19","51","20","32","14","41","22","35","18","28","15","23","16","63","23","60","25","100","33","87","32","83","30","41","24","10","9",
"0500000US02220","Sitka City and Borough, Alaska","335","58","18","15","24","31","28","17","21","16","2","3","4","7","28","24","18","15","15","18","25","16","24","13","34","21","24","13","28","20","13","13","29","30",
"0500000US02230","Skagway Municipality, Alaska","7","7","0","10","0","10","0","10","0","10","0","10","3","5","0","10","0","10","0","10","1","3","0","10","2","3","0","10","0","10","1","3","0","10",
"0500000US02240","Southeast Fairbanks Census Area, Alaska","284","65","46","32","42","32","13","12","18","16","9","12","8","9","43","44","3","4","1","2","2","5","23","18","47","30","2","4","19","17","8","11","0","15",
"0500000US02275","Wrangell City and Borough, Alaska","193","48","22","27","8","9","1","3","3","4","18","14","2","3","1","4","9","8","7","6","25","18","37","19","14","12","8","8","9","7","28","21","1","4",
"0500000US02282","Yakutat City and Borough, Alaska","70","29","0","10","2","4","2","3","15","13","4","5","2","4","3","5","0","10","2","3","14","16","7","6","5","4","5","6","8","6","1","3","0","10",
"0500000US02290","Yukon-Koyukuk Census Area, Alaska","1570","173","155","50","86","41","107","32","103","37","83","37","74","36","112","44","47","26","56","37","124","41","192","76","210","60","102","31","36","23","57","24","26","16",
"0500000US04001","Apache County, Arizona","14146","421","2933","325","1320","150","735","120","839","137","874","143","804","149","589","116","672","115","620","146","998","142","882","157","1217","196","754","128","407","86","337","80","165","52",
"0500000US04003","Cochise County, Arizona","352","117","33","36","12","19","94","92","27","21","0","33","12","14","10","16","8","13","18","21","23","22","25","24","32","27","22","28","0","33","4","8","32","31",
"0500000US04005","Coconino County, Arizona","11616","506","1259","242","626","165","620","206","539","157","826","212","538","155","317","115","631","146","575","247","716","225","1235","277","1134","253","1016","259","665","235","441","145","478","195",
"0500000US04007","Gila County, Arizona","1879","234","349","142","66","52","78","56","57","43","79","62","143","102","45","56","175","103","73","57","116","74","75","50","167","76","124","70","74","60","224","108","34","55",
"0500000US04009","Graham County, Arizona","1087","174","97","56","96","71","59","42","131","65","91","70","83","72","11","11","46","34","55","50","70","44","140","86","146","96","18","24","16","19","18","20","10","16",
"0500000US04011","Greenlee County, Arizona","129","79","0","20","0","20","31","51","15","29","0","20","0","20","6","11","0","20","14","24","31","27","16","34","0","20","0","20","0","20","16","28","0","20",
"0500000US04012","La Paz County, Arizona","1201","174","148","69","47","33","79","62","62","53","75","42","12","13","37","29","45","39","49","38","95","67","112","62","169","91","71","57","151","73","32","40","17","29",
"0500000US04013","Maricopa County, Arizona","25225","1294","1621","375","832","201","593","213","476","171","790","263","746","232","1587","337","1125","265","1689","597","2102","403","1893","373","3245","508","2960","456","1715","331","2289","411","1562","295",
"0500000US04015","Mohave County, Arizona","1243","210","166","91","58","45","77","81","47","33","77","48","43","34","74","60","104","66","40","30","82","54","109","73","119","55","55","42","89","60","62","45","41","44",
"0500000US04017","Navajo County, Arizona","15453","559","2710","343","1525","221","685","144","901","151","909","235","890","190","633","167","663","206","531","148","1364","305","1140","242","1622","329","803","254","453","158","363","102","261","127",
"0500000US04019","Pima County, Arizona","9561","592","883","205","634","188","477","171","568","158","384","155","443","123","535","161","270","126","493","172","680","195","777","214","1319","252","671","164","516","190","478","158","433","158",
"0500000US04021","Pinal County, Arizona","5286","430","774","223","226","117","112","81","134","97","297","182","261","127","164","92","112","85","94","61","341","134","413","154","594","188","918","277","174","82","518","191","154","93",
"0500000US04023","Santa Cruz County, Arizona","97","65","21","27","11","18","0","30","0","30","0","30","0","30","0","30","0","30","0","30","0","30","9","14","30","34","14","28","0","30","12","19","0","30",
"0500000US04025","Yavapai County, Arizona","1215","259","52","42","30","42","20","24","21","18","67","46","89","60","21","28","13","18","6","9","154","92","239","130","362","160","32","34","9","13","73","81","27","26",
"0500000US04027","Yuma County, Arizona","863","181","125","67","71","60","5","6","41","30","36","37","57","61","21","25","99","65","46","32","6","7","90","53","172","107","33","44","23","25","14","21","24","23",
"0500000US05001","Arkansas County, Arkansas","7","9","0","20","0","20","0","20","0","20","0","20","3","4","0","20","0","20","0","20","0","20","4","8","0","20","0","20","0","20","0","20","0","20",
"0500000US05003","Ashley County, Arkansas","12","18","0","20","0","20","0","20","0","20","1","2","0","20","0","20","11","18","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20",
"0500000US05005","Baxter County, Arkansas","129","76","1","2","1","4","0","27","10","16","65","62","0","27","0","27","11","19","5","8","23","31","0","27","10","14","3","7","0","27","0","27","0","27",
"0500000US05007","Benton County, Arkansas","1115","243","0","30","23","37","40","43","17","19","1","2","7","10","138","99","35","36","37","49","59","47","177","105","335","142","74","55","100","65","22","23","50","34",
"0500000US05009","Boone County, Arkansas","42","28","0","27","10","13","0","27","1","4","2","5","0","27","0","27","4","7","6","9","0","27","2","3","0","27","0","27","6","10","11","17","0","27",
"0500000US05011","Bradley County, Arkansas","28","20","0","20","0","20","5","10","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","23","15","0","20","0","20","0","20",
"0500000US05013","Calhoun County, Arkansas","3","7","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","3","7","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"0500000US05015","Carroll County, Arkansas","187","65","97","43","15","22","0","24","32","43","0","24","0","24","0","24","0","24","4","9","0","24","24","26","0","24","10","14","3","5","2","8","0","24",
"0500000US05017","Chicot County, Arkansas","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18",
"0500000US05019","Clark County, Arkansas","9","18","0","24","9","18","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24",
"0500000US05021","Clay County, Arkansas","24","29","0","20","23","29","0","20","0","20","0","20","0","20","0","20","1","2","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20",
"0500000US05023","Cleburne County, Arkansas","91","48","0","24","11","20","0","24","8","12","2","4","0","24","0","24","0","24","0","24","54","46","12","18","4","8","0","24","0","24","0","24","0","24",
"0500000US05025","Cleveland County, Arkansas","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18",
"0500000US05027","Columbia County, Arkansas","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24","0","24",
"0500000US05029","Conway County, Arkansas","29","18","0","24","0","24","5","9","0","24","2","5","0","24","0","24","0","24","0","24","6","9","0","24","16","13","0","24","0","24","0","24","0","24",
"0500000US05031","Craighead County, Arkansas","93","45","0","30","0","30","7","11","0","30","10","17","0","30","3","5","0","30","6","8","0","30","54","38","9","17","3","6","1","2","0","30","0","30",
"0500000US05033","Crawford County, Arkansas","274","83","13","17","15","22","5","10","2","5","97","38","0","30","4","7","0","30","18","21","4","7","24","22","49","42","30","44","1","2","8","11","4","7",
"0500000US05035","Crittenden County, Arkansas","10","17","0","27","0","27","10","17","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27",
"0500000US05037","Cross County, Arkansas","29","43","0","20","0","20","29","43","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20",
"0500000US05039","Dallas County, Arkansas","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18","0","18",
"0500000US05041","Desha County, Arkansas","10","17","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","10","17","0","20","0","20","0","20","0","20","0","20","0","20",
"0500000US05043","Drew County, Arkansas","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20",
"0500000US05045","Faulkner County, Arkansas","77","46","2","5","0","30","0","30","8","12","5","10","0","30","0","30","10","17","0","30","29","31","0","30","5","8","8","11","0","30","10","13","0","30",
"0500000US05047","Franklin County, Arkansas","77","54","0","20","29","35","0","20","26","39","0","20","2","5","0","20","5","9","0","20","0","20","1","2","0","20","14","20","0","20","0","20","0","20",
"0500000US05049","Fulton County, Arkansas","79","74","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","79","74","0","20","0","20","0","20","0","20","0","20",
"0500000US05051","Garland County, Arkansas","253","100","38","34","29","44","16","16","0","30","0","30","0","30","0","30","14","24","0","30","33","41","42","47","6","9","0","30","11","17","0","30","64","71",
"0500000US05053","Grant County, Arkansas","11","18","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","11","18","0","20","0","20","0","20","0","20",
"0500000US05055","Greene County, Arkansas","4","5","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","0","27","1","3","0","27","0","27","0","27","3","5","0","27",
"0500000US05057","Hempstead County, Arkansas","29","34","0","20","0","20","0","20","0","20","0","20","0","20","0","20","18","31","4","7","7","12","0","20","0","20","0","20","0","20","0","20","0","20",
"0500000US05059","Hot Spring County, Arkansas","24","32","7","16","1","3","0","27","0","27","0","27","0","27","0","27","0","27","0","27","2","4","0","27","0","27","14","25","0","27","0","27","0","27",
"0500000US05061","Howard County, Arkansas","20","37","0","20","0","20","0","20","0","20","20","37","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20","0","20",
"0500000US05063","Independence County, Arkansas","65","34","0","27","0","27","0","27","17","25","1","3","0","27","0","27","0","27","0","27","0","27","0","27","5","10","42","26","0","27","0","27","0","27",
