"GEO_ID","NAME","B01001E_001E","B01001E_001M","B01001E_002E","B01001E_002M","B01001E_003E","B01001E_003M","B01001E_004E","B01001E_004M","B01001E_005E","B01001E_005M","B01001E_006E","B01001E_006M","B01001E_007E","B01001E_007M","B01001E_008E","B01001E_008M","B01001E_009E","B01001E_009M","B01001E_010E","B01001E_010M","B01001E_011E","B01001E_011M","B01001E_012E","B01001E_012M","B01001E_013E","B01001E_013M","B01001E_014E","B01001E_014M","B01001E_015E","B01001E_015M","B01001E_016E","B01001E_016M","B01001E_017E","B01001E_017M","B01001E_018E","B01001E_018M","B01001E_019E","B01001E_019M","B01001E_020E","B01001E_020M","B01001E_021E","B01001E_021M","B01001E_022E","B01001E_022M","B01001E_023E","B01001E_023M","B01001E_024E","B01001E_024M","B01001E_025E","B01001E_025M","B01001E_026E","B01001E_026M","B01001E_027E","B01001E_027M","B01001E_028E","B01001E_028M","B01001E_029E","B01001E_029M","B01001E_030E","B01001E_030M","B01001E_031E","B01001E_031M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Male:","Margin of Error!!Total:!!Male:","Estimate!!Total:!!Male:!!Under 5 years","Margin of Error!!Total:!!Male:!!Under 5 years","Estimate!!Total:!!Male:!!5 to 9 years","Margin of Error!!Total:!!Male:!!5 to 9 years","Estimate!!Total:!!Male:!!10 to 14 years","Margin of Error!!Total:!!Male:!!10 to 14 years","Estimate!!Total:!!Male:!!15 to 17 years","Margin of Error!!Total:!!Male:!!15 to 17 years","Estimate!!Total:!!Male:!!18 and 19 years","Margin of Error!!Total:!!Male:!!18 and 19 years","Estimate!!Total:!!Male:!!20 to 24 years","Margin of Error!!Total:!!Male:!!20 to 24 years","Estimate!!Total:!!Male:!!25 to 29 years","Margin of Error!!Total:!!Male:!!25 to 29 years","Estimate!!Total:!!Male:!!30 to 34 years","Margin of Error!!Total:!!Male:!!30 to 34 years","Estimate!!Total:!!Male:!!35 to 44 years","Margin of Error!!Total:!!Male:!!35 to 44 years","Estimate!!Total:!!Male:!!45 to 54 years","Margin of Error!!Total:!!Male:!!45 to 54 years","Estimate!!Total:!!Male:!!55 to 64 years","Margin of Error!!Total:!!Male:!!55 to 64 years","Estimate!!Total:!!Male:!!65 to 74 years","Margin of Error!!Total:!!Male:!!65 to 74 years","Estimate!!Total:!!Male:!!75 to 84 years","Margin of Error!!Total:!!Male:!!75 to 84 years","Estimate!!Total:!!Male:!!85 years and over","Margin of Error!!Total:!!Male:!!85 years and over","Estimate!!Total:!!Female:","Margin of Error!!Total:!!Female:","Estimate!!Total:!!Female:!!Under 5 years","Margin of Error!!Total:!!Female:!!Under 5 years","Estimate!!Total:!!Female:!!5 to 9 years","Margin of Error!!Total:!!Female:!!5 to 9 years","Estimate!!Total:!!Female:!!10 to 14 years","Margin of Error!!Total:!!Female:!!10 to 14 years","Estimate!!Total:!!Female:!!15 to 17 years","Margin of Error!!Total:!!Female:!!15 to 17 years","Estimate!!Total:!!Female:!!18 and 19 years","Margin of Error!!Total:!!Female:!!18 and 19 years","Estimate!!Total:!!Female:!!20 to 24 years","Margin of Error!!Total:!!Female:!!20 to 24 years","Estimate!!Total:!!Female:!!25 to 29 years","Margin of Error!!Total:!!Female:!!25 to 29 years","Estimate!!Total:!!Female:!!30 to 34 years","Margin of Error!!Total:!!Female:!!30 to 34 years","Estimate!!Total:!!Female:!!35 to 44 years","Margin of Error!!Total:!!Female:!!35 to 44 years","Estimate!!Total:!!Female:!!45 to 54 years","Margin of Error!!Total:!!Female:!!45 to 54 years","Estimate!!Total:!!Female:!!55 to 64 years","Margin of Error!!Total:!!Female:!!55 to 64 years","Estimate!!Total:!!Female:!!65 to 74 years","Margin of Error!!Total:!!Female:!!65 to 74 years","Estimate!!Total:!!Female:!!75 to 84 years","Margin of Error!!Total:!!Female:!!75 to 84 years","Estimate!!Total:!!Female:!!85 years and over","Margin of Error!!Total:!!Female:!!85 years and over",
"0500000US01001","Autauga County, Alabama","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31",
"0500000US01003","Baldwin County, Alabama","104","98","30","37","0","31","15","26","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","15","28","74","93","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","63","92","11","17","0","31",
"0500000US01005","Barbour County, Alabama","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25",
"0500000US01007","Bibb County, Alabama","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25",
"0500000US01009","Blount County, Alabama","88","85","39","42","0","31","0","31","0","31","0","31","0","31","0","31","0","31","7","12","0","31","0","31","32","42","0","31","0","31","0","31","49","75","0","31","0","31","0","31","0","31","0","31","43","66","0","31","0","31","6","10","0","31","0","31","0","31","0","31","0","31",
"0500000US01011","Bullock County, Alabama","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21",
"0500000US01013","Butler County, Alabama","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21",
"0500000US01015","Calhoun County, Alabama","198","173","25","30","0","31","0","31","5","8","0","31","0","31","17","27","0","31","0","31","0","31","3","5","0","31","0","31","0","31","0","31","173","161","20","30","0","31","0","31","2","4","0","31","0","31","0","31","0","31","2","5","0","31","0","31","0","31","149","150","0","31",
"0500000US01017","Chambers County, Alabama","3","5","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","3","5","0","28","0","28","0","28","1","2","0","28","0","28","0","28","0","28","2","4","0","28","0","28","0","28","0","28","0","28",
"0500000US01019","Cherokee County, Alabama","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25",
"0500000US01021","Chilton County, Alabama","156","200","99","135","0","28","0","28","0","28","0","28","0","28","23","34","0","28","0","28","0","28","0","28","76","104","0","28","0","28","0","28","57","73","0","28","16","28","0","28","19","33","0","28","0","28","0","28","0","28","0","28","22","34","0","28","0","28","0","28","0","28",
"0500000US01023","Choctaw County, Alabama","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21",
"0500000US01025","Clarke County, Alabama","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25",
"0500000US01027","Clay County, Alabama","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21",
"0500000US01029","Cleburne County, Alabama","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21",
"0500000US01031","Coffee County, Alabama","49","13","8","10","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","8","10","0","31","41","11","0","31","0","31","0","31","0","31","0","31","0","31","26","23","0","31","8","9","0","31","0","31","7","9","0","31","0","31",
"0500000US01033","Colbert County, Alabama","19","23","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","19","23","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","7","12","12","19",
"0500000US01035","Conecuh County, Alabama","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21",
"0500000US01037","Coosa County, Alabama","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21",
"0500000US01039","Covington County, Alabama","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28",
"0500000US01041","Crenshaw County, Alabama","5","10","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","5","10","5","10","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21",
"0500000US01043","Cullman County, Alabama","19","26","4","9","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","4","9","0","31","15","24","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","15","24","0","31","0","31","0","31",
"0500000US01045","Dale County, Alabama","37","17","37","17","0","28","21","10","0","28","0","28","7","10","0","28","0","28","0","28","0","28","5","8","4","7","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28",
"0500000US01047","Dallas County, Alabama","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28",
"0500000US01049","DeKalb County, Alabama","418","537","227","286","106","145","0","31","60","93","0","31","0","31","58","60","0","31","0","31","0","31","3","7","0","31","0","31","0","31","0","31","191","256","34","55","46","69","0","31","17","26","0","31","25","40","0","31","0","31","67","98","0","31","0","31","2","3","0","31","0","31",
"0500000US01051","Elmore County, Alabama","3","4","3","4","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","3","4","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31",
"0500000US01053","Escambia County, Alabama","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28",
"0500000US01055","Etowah County, Alabama","44","46","30","40","0","31","0","31","0","31","0","31","0","31","0","31","30","40","0","31","0","31","0","31","0","31","0","31","0","31","0","31","14","25","0","31","0","31","0","31","0","31","12","24","0","31","0","31","0","31","0","31","0","31","0","31","2","3","0","31","0","31",
"0500000US01057","Fayette County, Alabama","24","39","24","39","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","24","39","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21",
"0500000US01059","Franklin County, Alabama","6","14","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","6","14","0","28","0","28","0","28","0","28","0","28","6","14","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28",
"0500000US01061","Geneva County, Alabama","4","6","4","6","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","4","6","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25",
"0500000US01063","Greene County, Alabama","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19",
"0500000US01065","Hale County, Alabama","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21",
"0500000US01067","Henry County, Alabama","9","15","6","10","0","21","6","10","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","3","5","0","21","3","5","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21",
"0500000US01069","Houston County, Alabama","49","34","15","12","0","31","4","6","0","31","0","31","0","31","0","31","0","31","0","31","5","9","6","6","0","31","0","31","0","31","0","31","34","29","19","25","0","31","0","31","0","31","0","31","0","31","0","31","0","31","12","15","0","31","0","31","3","4","0","31","0","31",
"0500000US01071","Jackson County, Alabama","25","36","25","36","8","15","0","31","0","31","0","31","0","31","0","31","1","5","0","31","0","31","16","25","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31",
"0500000US01073","Jefferson County, Alabama","188","69","119","65","0","31","0","31","6","13","0","31","0","31","16","23","10","16","12","17","33","31","10","15","32","50","0","31","0","31","0","31","69","42","7","11","0","31","0","31","0","31","0","31","0","31","0","31","0","31","11","15","14","23","21","27","16","23","0","31","0","31",
"0500000US01075","Lamar County, Alabama","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21",
"0500000US01077","Lauderdale County, Alabama","15","26","15","26","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","15","26","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31",
"0500000US01079","Lawrence County, Alabama","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28",
"0500000US01081","Lee County, Alabama","64","69","7","12","0","31","0","31","0","31","0","31","0","31","7","12","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","57","68","0","31","0","31","0","31","0","31","21","37","0","31","0","31","36","59","0","31","0","31","0","31","0","31","0","31","0","31",
"0500000US01083","Limestone County, Alabama","94","75","54","72","50","72","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","4","6","0","31","0","31","0","31","40","26","0","31","0","31","0","31","0","31","0","31","0","31","36","27","0","31","0","31","4","6","0","31","0","31","0","31","0","31",
"0500000US01085","Lowndes County, Alabama","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21",
"0500000US01087","Macon County, Alabama","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21",
"0500000US01089","Madison County, Alabama","274","106","111","54","31","18","6","8","1","2","1","3","0","31","12","16","5","8","42","46","2","5","0","31","1","3","10","16","0","31","0","31","163","79","1","3","14","9","6","8","6","7","70","78","0","31","0","31","0","31","2","6","7","11","29","44","24","27","4","9","0","31",
"0500000US01091","Marengo County, Alabama","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21",
"0500000US01093","Marion County, Alabama","12","19","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","12","19","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","6","11","0","25","6","9","0","25","0","25","0","25",
"0500000US01095","Marshall County, Alabama","74","78","71","78","0","31","0","31","0","31","0","31","0","31","0","31","63","77","0","31","0","31","8","12","0","31","0","31","0","31","0","31","3","4","0","31","0","31","0","31","2","4","0","31","0","31","0","31","0","31","0","31","1","1","0","31","0","31","0","31","0","31",
"0500000US01097","Mobile County, Alabama","160","119","69","84","0","31","0","31","28","53","0","31","0","31","0","31","0","31","28","44","13","25","0","31","0","31","0","31","0","31","0","31","91","85","0","31","0","31","0","31","0","31","38","66","0","31","38","53","0","31","0","31","4","5","0","31","11","16","0","31","0","31",
"0500000US01099","Monroe County, Alabama","46","55","16","21","0","21","0","21","11","19","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","5","8","0","21","0","21","30","36","0","21","17","22","0","21","0","21","0","21","0","21","4","7","0","21","9","15","0","21","0","21","0","21","0","21","0","21",
"0500000US01101","Montgomery County, Alabama","15","18","15","18","0","31","0","31","0","31","0","31","2","4","0","31","3","8","0","31","0","31","0","31","10","16","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31",
"0500000US01103","Morgan County, Alabama","42","50","21","35","0","31","0","31","0","31","12","21","0","31","0","31","0","31","0","31","0","31","9","15","0","31","0","31","0","31","0","31","21","34","0","31","21","34","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31",
"0500000US01105","Perry County, Alabama","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19",
"0500000US01107","Pickens County, Alabama","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21",
"0500000US01109","Pike County, Alabama","28","30","4","6","0","28","0","28","2","3","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","2","3","0","28","0","28","24","28","0","28","0","28","0","28","0","28","19","27","0","28","3","4","0","28","0","28","2","4","0","28","0","28","0","28","0","28",
"0500000US01111","Randolph County, Alabama","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25",
"0500000US01113","Russell County, Alabama","51","70","51","70","30","46","16","26","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","5","9","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31",
"0500000US01115","St. Clair County, Alabama","122","119","94","111","0","31","0","31","0","31","51","60","0","31","0","31","0","31","0","31","38","53","0","31","0","31","5","13","0","31","0","31","28","38","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","28","38","0","31","0","31","0","31",
"0500000US01117","Shelby County, Alabama","25","34","17","30","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","17","30","0","31","0","31","0","31","0","31","0","31","8","15","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","8","15","0","31","0","31","0","31",
"0500000US01119","Sumter County, Alabama","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21",
"0500000US01121","Talladega County, Alabama","49","52","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","49","52","0","31","1","3","0","31","0","31","0","31","0","31","20","35","0","31","28","40","0","31","0","31","0","31","0","31","0","31",
"0500000US01123","Tallapoosa County, Alabama","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28","0","28",
"0500000US01125","Tuscaloosa County, Alabama","45","106","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","45","106","0","31","0","31","0","31","0","31","29","101","0","31","0","31","0","31","16","29","0","31","0","31","0","31","0","31","0","31",
"0500000US01127","Walker County, Alabama","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31","0","31",
"0500000US01129","Washington County, Alabama","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21",
"0500000US01131","Wilcox County, Alabama","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21",
"0500000US01133","Winston County, Alabama","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25","0","25",
"0500000US02013","Aleutians East Borough, Alaska","32","17","16","8","4","3","3","4","2","3","0","10","0","10","0","10","4","5","0","10","3","3","0","10","0","10","0","10","0","10","0","10","16","10","3","3","0","10","3","3","4","3","0","10","0","10","0","10","3","4","3","5","0","10","0","10","0","10","0","10","0","10",
"0500000US02016","Aleutians West Census Area, Alaska","98","59","63","48","8","7","0","15","5","4","0","15","11","15","22","36","3","4","4","4","6","5","0","15","4","7","0","15","0","15","0","15","35","20","2","3","8","6","5","6","2","4","0","15","5","7","2","2","3","6","8","6","0","15","0","15","0","15","0","15","0","15",
"0500000US02020","Anchorage Municipality, Alaska","9000","518","4261","271","475","128","711","172","337","156","29","53","113","122","441","124","223","92","374","24","631","193","400","196","256","115","120","130","151","157","0","24","4739","348","478","95","438","210","563","195","425","168","239","70","257","62","396","24","381","28","635","204","457","210","134","88","321","90","3","12","12","23",
"0500000US02050","Bethel Census Area, Alaska","38","49","28","34","0","16","0","16","0","16","0","16","0","16","9","15","4","6","0","16","4","6","11","19","0","16","0","16","0","16","0","16","10","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","10","16","0","16","0","16","0","16",
"0500000US02060","Bristol Bay Borough, Alaska","12","14","3","5","0","10","0","10","0","10","0","10","0","10","2","3","0","10","1","3","0","10","0","10","0","10","0","10","0","10","0","10","9","12","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","9","12","0","10","0","10","0","10","0","10","0","10",
"0500000US02063","Chugach Census Area, Alaska","68","9","44","9","2","4","3","3","1","4","1","4","4","6","7","8","1","2","0","15","17","20","4","6","4","5","0","15","0","15","0","15","24","16","1","2","2","7","0","15","0","15","0","15","5","6","4","7","0","15","5","6","3","6","0","15","4","7","0","15","0","15",
"0500000US02066","Copper River Census Area, Alaska","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10",
"0500000US02068","Denali Borough, Alaska","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10",
"0500000US02070","Dillingham Census Area, Alaska","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10",
"0500000US02090","Fairbanks North Star Borough, Alaska","578","141","397","128","43","75","17","20","33","40","33","39","55","83","0","24","98","93","0","24","100","71","18","30","0","24","0","24","0","24","0","24","181","69","0","24","7","15","0","24","17","20","27","40","0","24","19","34","52","79","9","18","23","37","0","24","27","32","0","24","0","24",
"0500000US02100","Haines Borough, Alaska","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10",
"0500000US02105","Hoonah-Angoon Census Area, Alaska","4","5","4","5","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","4","5","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10","0","10",
"0500000US02110","Juneau City and Borough, Alaska","443","19","336","71","0","22","60","80","0","22","0","22","0","22","55","65","44","36","0","22","68","87","73","68","29","43","7","12","0","22","0","22","107","74","31","41","0","22","3","7","4","6","0","22","26","40","0","22","0","22","0","22","32","35","5","9","6","13","0","22","0","22",
"0500000US02122","Kenai Peninsula Borough, Alaska","197","42","161","53","0","24","8","13","0","24","0","24","0","24","11","17","60","62","0","24","21","23","41","47","16","20","4","6","0","24","0","24","36","23","0","24","0","24","9","12","0","24","0","24","0","24","0","24","0","24","0","24","23","22","0","24","4","10","0","24","0","24",
"0500000US02130","Ketchikan Gateway Borough, Alaska","28","21","15","18","0","16","0","16","0","16","0","16","0","16","0","16","0","16","0","16","15","18","0","16","0","16","0","16","0","16","0","16","13","13","0","16","0","16","0","16","0","16","4","6","0","16","0","16","0","16","0","16","0","16","9","14","0","16","0","16","0","16",
